timestamp,type,initiator,ch,param,value_a,value_b
2026-05-13T11:57:37,SYSTEM,SYS,0,0,7,133
2026-05-13T11:57:37,SYSTEM,SYS,0,0,8,8144
2026-05-13T11:57:38,SENSOR,SYS,0,0,23,52
2026-05-13T11:58:08,SENSOR,SYS,0,0,23,52
2026-05-13T11:58:37,SYSTEM,SYS,0,0,7,133
2026-05-13T11:58:37,SYSTEM,SYS,0,0,8,8144
2026-05-13T11:58:39,SENSOR,SYS,0,0,23,52
2026-05-13T11:59:09,SENSOR,SYS,0,0,23,52
2026-05-13T11:59:37,SYSTEM,SYS,0,0,7,133
2026-05-13T11:59:37,SYSTEM,SYS,0,0,8,8144
2026-05-13T11:59:39,SENSOR,SYS,0,0,23,52
2026-05-13T12:00:09,SENSOR,SYS,0,0,23,52
2026-05-13T12:00:37,SYSTEM,SYS,0,0,7,133
2026-05-13T12:00:37,SYSTEM,SYS,0,0,8,8144
2026-05-13T12:00:40,SENSOR,SYS,0,0,23,52
2026-05-13T12:01:10,SENSOR,SYS,0,0,23,52
2026-05-13T12:01:38,SYSTEM,SYS,0,0,7,133
2026-05-13T12:01:38,SYSTEM,SYS,0,0,8,8144
2026-05-13T12:01:41,SENSOR,SYS,0,0,23,52
2026-05-13T12:02:11,SENSOR,SYS,0,0,23,52
2026-05-13T12:02:38,SYSTEM,SYS,0,0,7,133
2026-05-13T12:02:38,SYSTEM,SYS,0,0,8,8144
2026-05-13T12:02:41,SENSOR,SYS,0,0,23,52
2026-05-13T12:03:11,SENSOR,SYS,0,0,23,52
2026-05-13T12:03:34,SYSTEM,SYS,0,0,0,0
2026-05-13T12:03:39,SYSTEM,SYS,0,0,7,131
2026-05-13T12:03:39,SYSTEM,SYS,0,0,8,8139
2026-05-13T12:03:42,SENSOR,SYS,0,0,23,52
2026-05-13T12:03:44,SYSTEM,SYS,0,0,1,0
2026-05-13T12:03:50,SYSTEM,SYS,0,0,2,0
2026-05-13T12:03:52,SYSTEM,SYS,0,0,7,271
2026-05-13T12:03:52,SYSTEM,SYS,0,0,8,8189
2026-05-13T12:03:52,RELAY,SYS,1,0,4,0
2026-05-13T12:03:52,RELAY,SYS,2,0,4,0
2026-05-13T12:03:52,RELAY,SYS,3,0,4,0
2026-05-13T12:03:53,SYSTEM,SYS,0,0,5,3
2026-05-13T12:03:55,SYSTEM,WEB,0,0,1,0
2026-05-13T12:03:58,SYSTEM,SYS,0,0,1,1
2026-05-13T12:03:59,SYSTEM,SYS,0,0,2,1
2026-05-13T12:04:00,SYSTEM,SYS,0,0,4,1
