dateTime,sensor,sensorLatitude,sensorLongitude,sensorBattery,doorStatus,doorOpenTimes,lastDoorOpenDuration,doorAlarm,doorMode
2026-06-13 09:08:16,lds01-6,52.2502,5.97311,2.952,1,59,0,0,1
2026-06-13 09:08:23,lds01-6,52.2502,5.97311,2.952,0,59,0,0,1
2026-06-13 09:42:57,lds01-6,52.2502,5.97311,2.952,1,60,0,0,1
2026-06-13 09:43:10,lds01-6,52.2502,5.97311,2.952,0,60,0,0,1
2026-06-13 09:47:24,lds01-6,52.2502,5.97311,2.952,1,61,0,0,1
2026-06-13 09:47:35,lds01-6,52.2502,5.97311,2.952,0,61,0,0,1
2026-06-13 10:14:21,lds01-6,52.2502,5.97311,2.946,1,62,0,0,1
2026-06-13 10:15:25,lds01-6,52.2502,5.97311,2.952,0,62,1,0,1
2026-06-13 17:04:28,lds01-6,52.2502,5.97311,2.922,0,62,1,0,1
2026-06-14 12:34:02,lds01-6,52.2502,5.97311,2.946,1,63,1,0,1
2026-06-14 12:38:21,lds01-6,52.2502,5.97311,2.952,0,63,4,0,1
2026-06-14 14:49:15,lds01-6,52.2502,5.97311,2.934,1,64,4,0,1
2026-06-14 14:49:31,lds01-6,52.2502,5.97311,2.934,0,64,0,0,1
2026-06-14 14:50:06,lds01-6,52.2502,5.97311,2.934,1,65,0,0,1
2026-06-14 14:50:14,lds01-6,52.2502,5.97311,2.934,0,65,0,0,1
2026-06-14 14:53:11,lds01-6,52.2502,5.97311,2.934,1,66,0,0,1
2026-06-14 14:53:18,lds01-6,52.2502,5.97311,2.934,0,66,0,0,1
2026-06-14 14:56:40,lds01-6,52.2502,5.97311,2.934,1,67,0,0,1
2026-06-14 14:56:50,lds01-6,52.2502,5.97311,2.934,0,67,0,0,1
2026-06-14 17:04:29,lds01-6,52.2502,5.97311,2.94,0,67,0,0,1
2026-06-15 17:04:31,lds01-6,52.2502,5.97311,2.94,0,67,0,0,1
2026-06-16 06:18:31,lds01-6,52.2502,5.97311,2.886,1,68,0,0,1
2026-06-16 15:46:49,lds01-6,52.2502,5.97311,2.976,0,68,568,0,1
2026-06-16 17:04:33,lds01-6,52.2502,5.97311,2.952,0,68,568,0,1
2026-06-17 08:36:11,lds01-6,52.2502,5.97311,2.934,0,69,0,0,1
2026-06-17 14:59:18,lds01-6,52.2502,5.97311,2.94,1,70,0,0,1
2026-06-17 14:59:25,lds01-6,52.2502,5.97311,2.94,0,70,0,0,1
2026-06-17 17:04:35,lds01-6,52.2502,5.97311,2.94,0,70,0,0,1
2026-06-18 16:59:35,lds01-6,52.2502,5.97311,2.982,1,71,0,0,1
2026-06-18 17:00:06,lds01-6,52.2502,5.97311,2.982,0,71,0,0,1
2026-06-18 17:04:37,lds01-6,52.2502,5.97311,2.982,0,71,0,0,1
2026-06-18 18:22:30,lds01-6,52.2502,5.97311,2.958,1,72,0,0,1
2026-06-18 18:22:45,lds01-6,52.2502,5.97311,2.958,0,72,0,0,1
2026-06-18 18:36:50,lds01-6,52.2502,5.97311,2.958,1,73,0,0,1
2026-06-18 19:14:31,lds01-6,52.2502,5.97311,2.94,0,73,37,0,1
2026-06-18 19:33:33,lds01-6,52.2502,5.97311,2.94,1,74,37,0,1
2026-06-18 19:33:43,lds01-6,52.2502,5.97311,2.94,0,74,0,0,1
2026-06-18 19:33:50,lds01-6,52.2502,5.97311,2.94,1,75,0,0,1
2026-06-18 19:36:20,lds01-6,52.2502,5.97311,2.94,0,75,2,0,1
2026-06-19 06:13:59,lds01-6,52.2502,5.97311,2.928,1,76,2,0,1
2026-06-19 09:02:51,lds01-6,52.2502,5.97311,2.958,0,76,168,0,1
2026-06-19 09:10:18,lds01-6,52.2502,5.97311,2.958,1,77,168,0,1
2026-06-19 10:11:42,lds01-6,52.2502,5.97311,2.976,0,77,61,0,1
2026-06-19 10:22:55,lds01-6,52.2502,5.97311,2.982,1,78,61,0,1
2026-06-19 10:29:43,lds01-6,52.2502,5.97311,2.982,0,78,6,0,1
2026-06-19 10:31:37,lds01-6,52.2502,5.97311,2.982,1,79,6,0,1
2026-06-19 10:32:04,lds01-6,52.2502,5.97311,2.982,0,79,0,0,1
2026-06-19 11:18:18,lds01-6,52.2502,5.97311,2.994,1,80,0,0,1
2026-06-19 11:30:54,lds01-6,52.2502,5.97311,2.988,0,80,12,0,1
2026-06-19 12:01:44,lds01-6,52.2502,5.97311,2.994,1,81,12,0,1
2026-06-19 12:03:53,lds01-6,52.2502,5.97311,2.994,0,81,2,0,1
2026-06-19 12:05:27,lds01-6,52.2502,5.97311,2.994,1,82,2,0,1
2026-06-19 12:40:58,lds01-6,52.2502,5.97311,3.0,0,82,35,0,1
2026-06-19 12:50:00,lds01-6,52.2502,5.97311,3.0,1,83,35,0,1
2026-06-19 12:50:11,lds01-6,52.2502,5.97311,3.0,0,83,0,0,1
2026-06-19 12:53:35,lds01-6,52.2502,5.97311,3.0,1,84,0,0,1
2026-06-19 12:54:10,lds01-6,52.2502,5.97311,3.0,0,84,0,0,1
2026-06-19 13:51:05,lds01-6,52.2502,5.97311,3.006,1,85,0,0,1
2026-06-19 14:12:35,lds01-6,52.2502,5.97311,3.006,1,86,0,0,1
2026-06-19 14:12:44,lds01-6,52.2502,5.97311,3.006,0,86,0,0,1
2026-06-19 17:04:39,lds01-6,52.2502,5.97311,2.994,0,86,0,0,1
2026-06-19 19:44:52,lds01-6,52.2502,5.97311,2.952,1,87,0,0,1
2026-06-19 19:46:00,lds01-6,52.2502,5.97311,2.952,0,87,1,0,1
2026-06-20 08:52:00,lds01-6,52.2502,5.97311,2.97,1,88,1,0,1
2026-06-20 08:52:48,lds01-6,52.2502,5.97311,2.97,0,88,0,0,1
2026-06-20 09:51:41,lds01-6,52.2502,5.97311,2.982,1,89,0,0,1
2026-06-20 09:51:52,lds01-6,52.2502,5.97311,2.982,0,89,0,0,1
2026-06-20 09:53:00,lds01-6,52.2502,5.97311,2.982,1,90,0,0,1
2026-06-20 09:53:09,lds01-6,52.2502,5.97311,2.982,0,90,0,0,1
2026-06-20 17:04:42,lds01-6,52.2502,5.97311,2.94,0,90,0,0,1
2026-06-21 05:58:33,lds01-6,52.2502,5.97311,2.904,1,91,0,0,1
2026-06-21 05:58:47,lds01-6,52.2502,5.97311,2.91,0,91,0,0,1
2026-06-21 17:04:44,lds01-6,52.2502,5.97311,2.94,0,91,0,0,1
2026-06-22 07:01:25,lds01-6,52.2502,5.97311,2.916,1,92,0,0,1
2026-06-22 07:01:33,lds01-6,52.2502,5.97311,2.916,0,92,0,0,1
2026-06-22 07:35:54,lds01-6,52.2502,5.97311,2.91,1,93,0,0,1
2026-06-22 07:36:01,lds01-6,52.2502,5.97311,2.916,0,93,0,0,1
2026-06-22 08:15:24,lds01-6,52.2502,5.97311,2.916,1,94,0,0,1
2026-06-22 08:17:17,lds01-6,52.2502,5.97311,2.916,0,94,1,0,1
2026-06-23 06:14:54,lds01-6,52.2502,5.97311,2.862,1,95,1,0,1
2026-06-23 06:15:06,lds01-6,52.2502,5.97311,2.862,0,95,0,0,1
2026-06-23 06:17:48,lds01-6,52.2502,5.97311,2.862,1,96,0,0,1
2026-06-23 06:30:34,lds01-6,52.2502,5.97311,2.868,0,96,12,0,1
2026-06-23 06:32:33,lds01-6,52.2502,5.97311,2.868,1,97,12,0,1
2026-06-23 06:32:40,lds01-6,52.2502,5.97311,2.868,0,97,0,0,1
2026-06-23 06:35:35,lds01-6,52.2502,5.97311,2.868,1,98,0,0,1
2026-06-23 06:35:46,lds01-6,52.2502,5.97311,2.868,0,98,0,0,1
2026-06-23 06:36:53,lds01-6,52.2502,5.97311,2.868,1,99,0,0,1
2026-06-23 06:37:00,lds01-6,52.2502,5.97311,2.874,0,99,0,0,1
2026-06-23 06:38:32,lds01-6,52.2502,5.97311,2.868,1,100,0,0,1
2026-06-23 06:38:51,lds01-6,52.2502,5.97311,2.874,0,100,0,0,1
2026-06-23 06:43:04,lds01-6,52.2502,5.97311,2.874,1,101,0,0,1
2026-06-23 06:44:22,lds01-6,52.2502,5.97311,2.874,0,101,1,0,1
2026-06-23 06:53:16,lds01-6,52.2502,5.97311,2.874,1,102,1,0,1
2026-06-23 09:39:14,lds01-6,52.2502,5.97311,2.94,0,102,165,0,1
2026-06-23 11:05:37,lds01-6,52.2502,5.97311,2.946,1,104,0,0,1
2026-06-23 11:13:22,lds01-6,52.2502,5.97311,2.946,1,105,6,0,1
2026-06-23 11:24:07,lds01-6,52.2502,5.97311,2.946,0,105,10,0,1
2026-06-23 12:35:49,lds01-6,52.2502,5.97311,2.964,1,106,10,0,1
2026-06-23 12:36:14,lds01-6,52.2502,5.97311,2.958,0,106,0,0,1
2026-06-23 14:33:05,lds01-6,52.2502,5.97311,2.97,1,107,0,0,1
2026-06-23 14:33:25,lds01-6,52.2502,5.97311,2.97,0,107,0,0,1
2026-06-23 17:04:48,lds01-6,52.2502,5.97311,2.946,0,107,0,0,1
2026-06-24 06:30:34,lds01-6,52.2502,5.97311,2.916,1,108,0,0,1
2026-06-24 14:26:20,lds01-6,52.2502,5.97311,2.982,0,108,475,0,1
2026-06-24 14:31:23,lds01-6,52.2502,5.97311,2.988,1,109,475,0,1
2026-06-24 14:31:42,lds01-6,52.2502,5.97311,2.982,0,109,0,0,1
2026-06-24 17:04:50,lds01-6,52.2502,5.97311,2.97,0,109,0,0,1
2026-06-24 17:41:39,lds01-6,52.2502,5.97311,2.964,1,110,0,0,1
2026-06-24 17:42:12,lds01-6,52.2502,5.97311,2.97,0,110,0,0,1
2026-06-24 17:42:19,lds01-6,52.2502,5.97311,2.964,0,111,0,0,1
2026-06-25 05:49:11,lds01-6,52.2502,5.97311,2.904,1,112,0,0,1
2026-06-25 05:49:18,lds01-6,52.2502,5.97311,2.904,0,112,0,0,1
2026-06-25 05:51:35,lds01-6,52.2502,5.97311,2.904,1,113,0,0,1
2026-06-25 05:52:15,lds01-6,52.2502,5.97311,2.91,0,113,0,0,1
2026-06-25 06:11:21,lds01-6,52.2502,5.97311,2.916,1,114,0,0,1
2026-06-25 07:25:43,lds01-6,52.2502,5.97311,2.934,0,114,74,0,1
2026-06-25 10:02:39,lds01-6,52.2502,5.97311,2.958,1,115,74,0,1
2026-06-25 12:00:46,lds01-6,52.2502,5.97311,2.97,0,115,118,0,1
2026-06-25 12:00:53,lds01-6,52.2502,5.97311,2.964,0,116,0,0,1
2026-06-25 17:04:53,lds01-6,52.2502,5.97311,2.952,0,116,0,0,1
