timestamp,type,initiator,ch,param,value_a,value_b
2026-06-09T19:15:05,SYSTEM,SYS,0,0,11,23688
2026-06-09T19:15:05,SYSTEM,SYS,0,0,12,31
2026-06-09T19:15:21,SYSTEM,WEB,0,0,0,1
2026-06-09T19:15:24,SENSOR_HR,SYS,0,0,197,75
2026-06-09T19:15:24,SENSOR_HR,SYS,1,0,10,181
2026-06-09T19:15:24,SENSOR_HR,SYS,2,0,0,0
2026-06-09T19:15:54,SENSOR_HR,SYS,0,0,198,75
2026-06-09T19:15:54,SENSOR_HR,SYS,1,0,11,190
2026-06-09T19:15:54,SENSOR_HR,SYS,2,0,0,0
2026-06-09T19:16:05,SYSTEM,SYS,0,0,7,99
2026-06-09T19:16:05,SYSTEM,SYS,0,0,8,8153
2026-06-09T19:16:05,SYSTEM,SYS,0,0,12,31
2026-06-09T19:16:24,SENSOR_HR,SYS,0,0,200,74
2026-06-09T19:16:24,SENSOR_HR,SYS,1,0,7,197
2026-06-09T19:16:24,SENSOR_HR,SYS,2,0,0,0
2026-06-09T19:16:54,SENSOR_HR,SYS,0,0,199,74
2026-06-09T19:16:54,SENSOR_HR,SYS,1,0,3,198
2026-06-09T19:16:54,SENSOR_HR,SYS,2,0,0,0
2026-06-09T19:17:02,SYSTEM,WEB,0,0,1,0
2026-06-09T19:17:05,SYSTEM,SYS,0,0,7,99
2026-06-09T19:17:05,SYSTEM,SYS,0,0,8,8153
2026-06-09T19:17:05,SYSTEM,SYS,0,0,12,31
2026-06-09T19:17:24,SENSOR_HR,SYS,0,0,200,74
2026-06-09T19:17:24,SENSOR_HR,SYS,1,0,11,270
2026-06-09T19:17:24,SENSOR_HR,SYS,2,0,0,0
2026-06-09T19:17:54,SENSOR_HR,SYS,0,0,201,74
2026-06-09T19:17:54,SENSOR_HR,SYS,1,0,4,286
2026-06-09T19:17:54,SENSOR_HR,SYS,2,0,0,0
2026-06-09T19:18:04,SYSTEM,SYS,0,0,7,99
2026-06-09T19:18:04,SYSTEM,SYS,0,0,8,8153
2026-06-09T19:18:04,SYSTEM,SYS,0,0,12,31
2026-06-09T19:18:24,SENSOR_HR,SYS,0,0,202,74
2026-06-09T19:18:24,SENSOR_HR,SYS,1,0,2,45
2026-06-09T19:18:24,SENSOR_HR,SYS,2,0,0,0
2026-06-09T19:18:55,SENSOR_HR,SYS,0,0,202,74
2026-06-09T19:18:55,SENSOR_HR,SYS,1,0,4,189
2026-06-09T19:18:55,SENSOR_HR,SYS,2,0,0,0
2026-06-09T19:19:02,SYSTEM,WEB,0,0,1,0
2026-06-09T19:19:05,SYSTEM,SYS,0,0,7,99
2026-06-09T19:19:05,SYSTEM,SYS,0,0,8,8153
2026-06-09T19:19:05,SYSTEM,SYS,0,0,12,31
2026-06-09T19:19:25,SENSOR_HR,SYS,0,0,203,74
2026-06-09T19:19:25,SENSOR_HR,SYS,1,0,10,167
2026-06-09T19:19:25,SENSOR_HR,SYS,2,0,0,0
