t_s,T_in_C,RH_in_pct,T_out_C,RH_out_pct,M1_open,M2_open,M3_open
12660,5.42,96.3,5.42,92.3,1,1,1
12720,5.43,96.3,5.43,92.4,1,1,1
12780,5.45,96.4,5.45,92.4,1,1,1
12840,5.47,96.4,5.47,92.4,1,1,1
12900,5.48,96.4,5.48,92.5,1,1,1
12960,5.50,96.5,5.50,92.5,1,1,1
13020,5.52,96.5,5.52,92.5,1,1,1
13080,5.53,96.5,5.53,92.6,1,1,1
13140,5.55,96.5,5.55,92.6,1,1,1
13200,5.57,96.6,5.57,92.6,1,1,1
13260,5.58,96.6,5.58,92.7,1,1,1
13320,5.60,96.6,5.60,92.7,1,1,1
13380,5.62,96.7,5.62,92.7,1,1,1
13440,5.63,96.7,5.63,92.8,1,1,1
13500,5.65,96.7,5.65,92.8,1,1,1
13560,5.67,96.7,5.67,92.8,1,1,1
13620,5.68,96.8,5.68,92.9,1,1,1
13680,5.70,96.8,5.70,92.9,1,1,1
13740,5.72,96.8,5.72,92.9,1,1,1
13800,5.73,96.9,5.73,93.0,1,1,1
13860,5.75,96.9,5.75,93.0,1,1,1
13920,5.77,96.9,5.77,93.0,1,1,1
13980,5.78,96.9,5.78,93.1,1,1,1
14040,5.80,97.0,5.80,93.1,1,1,1
14100,5.82,97.0,5.82,93.1,1,1,1
14160,5.83,97.0,5.83,93.2,1,1,1
14220,5.85,97.1,5.85,93.2,1,1,1
14280,5.87,97.1,5.87,93.2,1,1,1
14340,5.88,97.1,5.88,93.3,1,1,1
