t_s,T_in_C,RH_in_pct,T_out_C,RH_out_pct,M1_open,M2_open,M3_open
4380,8.83,96.0,8.83,92.9,1,1,1
4440,8.81,96.0,8.81,92.9,1,1,1
4500,8.79,96.0,8.79,92.8,1,1,1
4560,8.77,96.0,8.77,92.8,1,1,1
4620,8.75,96.0,8.75,92.8,1,1,1
4680,8.73,96.0,8.73,92.8,1,1,1
4740,8.71,96.0,8.71,92.8,1,1,1
4800,8.69,96.0,8.69,92.8,1,1,1
4860,8.67,96.0,8.67,92.8,1,1,1
4920,8.65,96.0,8.65,92.8,1,1,1
4980,8.63,95.9,8.63,92.8,1,1,1
5040,8.61,95.9,8.61,92.8,1,1,1
5100,8.59,95.9,8.59,92.7,1,1,1
5160,8.57,95.9,8.57,92.7,1,1,1
5220,8.55,95.9,8.55,92.7,1,1,1
5280,8.53,95.9,8.53,92.7,1,1,1
5340,8.51,95.9,8.51,92.7,1,1,1
5400,8.50,95.9,8.50,92.7,1,1,1
5460,8.49,95.9,8.49,92.7,1,1,1
5520,8.49,95.9,8.49,92.7,1,1,1
5580,8.49,95.9,8.49,92.7,1,1,1
5640,8.48,95.9,8.48,92.7,1,1,1
5700,8.48,96.0,8.48,92.7,1,1,1
5760,8.48,96.0,8.48,92.7,1,1,1
5820,8.47,96.0,8.47,92.8,1,1,1
5880,8.47,96.0,8.47,92.8,1,1,1
5940,8.47,96.0,8.47,92.8,1,1,1
6000,8.46,96.0,8.46,92.8,1,1,1
6060,8.46,96.0,8.46,92.8,1,1,1
6120,8.46,96.0,8.46,92.8,1,1,1
6180,8.45,96.0,8.45,92.8,1,1,1
6240,8.45,96.0,8.45,92.8,1,1,1
6300,8.45,96.0,8.45,92.8,1,1,1
6360,8.44,96.0,8.44,92.8,1,1,1
6420,8.44,96.0,8.44,92.8,1,1,1
6480,8.44,96.0,8.44,92.8,1,1,1
6540,8.43,96.1,8.43,92.8,1,1,1
6600,8.43,96.1,8.43,92.8,1,1,1
6660,8.43,96.1,8.43,92.8,1,1,1
6720,8.42,96.1,8.42,92.9,1,1,1
6780,8.42,96.1,8.42,92.9,1,1,1
6840,8.42,96.1,8.42,92.9,1,1,1
6900,8.41,96.1,8.41,92.9,1,1,1
6960,8.41,96.1,8.41,92.9,1,1,1
7020,8.41,96.1,8.41,92.9,1,1,1
7080,8.40,96.1,8.40,92.9,1,1,1
7140,8.40,96.1,8.40,92.9,1,1,1
7200,8.40,96.1,8.40,92.9,1,1,1
7260,8.41,96.2,8.41,92.9,1,1,1
7320,8.42,96.2,8.42,92.9,1,1,1
7380,8.42,96.2,8.42,93.0,1,1,1
7440,8.43,96.2,8.43,93.0,1,1,1
7500,8.44,96.2,8.44,93.0,1,1,1
7560,8.44,96.2,8.44,93.0,1,1,1
7620,8.45,96.2,8.45,93.0,1,1,1
7680,8.46,96.3,8.46,93.0,1,1,1
7740,8.46,96.3,8.46,93.1,1,1,1
7800,8.47,96.3,8.47,93.1,1,1,1
7860,8.48,96.3,8.48,93.1,1,1,1
7920,8.48,96.3,8.48,93.1,1,1,1
7980,8.49,96.3,8.49,93.1,1,1,1
8040,8.50,96.4,8.50,93.1,1,1,1
8100,8.50,96.4,8.50,93.2,1,1,1
8160,8.51,96.4,8.51,93.2,1,1,1
8220,8.52,96.4,8.52,93.2,1,1,1
8280,8.52,96.4,8.52,93.2,1,1,1
8340,8.53,96.4,8.53,93.2,1,1,1
8400,8.54,96.4,8.54,93.2,1,1,1
8460,8.54,96.5,8.54,93.3,1,1,1
8520,8.55,96.5,8.55,93.3,1,1,1
8580,8.56,96.5,8.56,93.3,1,1,1
