t_s,T_in_C,RH_in_pct,T_out_C,RH_out_pct,M1_open,M2_open,M3_open
5100,10.28,95.5,10.28,92.6,1,1,1
5160,10.26,95.5,10.26,92.7,1,1,1
5220,10.24,95.5,10.24,92.7,1,1,1
5280,10.22,95.5,10.22,92.7,1,1,1
5340,10.20,95.6,10.20,92.7,1,1,1
5400,10.20,95.6,10.20,92.7,1,1,1
5460,10.21,95.6,10.21,92.7,1,1,1
5520,10.21,95.6,10.21,92.7,1,1,1
5580,10.21,95.6,10.21,92.7,1,1,1
5640,10.22,95.6,10.22,92.7,1,1,1
5700,10.22,95.6,10.22,92.7,1,1,1
5760,10.22,95.6,10.22,92.7,1,1,1
5820,10.23,95.6,10.23,92.8,1,1,1
5880,10.23,95.6,10.23,92.8,1,1,1
5940,10.23,95.6,10.23,92.8,1,1,1
6000,10.24,95.6,10.24,92.8,1,1,1
6060,10.24,95.6,10.24,92.8,1,1,1
6120,10.24,95.6,10.24,92.8,1,1,1
6180,10.25,95.6,10.25,92.8,1,1,1
6240,10.25,95.7,10.25,92.8,1,1,1
6300,10.25,95.7,10.25,92.8,1,1,1
6360,10.26,95.7,10.26,92.8,1,1,1
6420,10.26,95.7,10.26,92.8,1,1,1
6480,10.26,95.7,10.26,92.8,1,1,1
6540,10.27,95.7,10.27,92.8,1,1,1
6600,10.27,95.7,10.27,92.8,1,1,1
