t_s,T_in_C,RH_in_pct
75180,14.51,90.5
75240,14.48,90.5
75300,14.44,90.5
75360,14.40,90.6
75420,14.37,90.6
75480,14.33,90.6
75540,14.30,90.7
75600,14.28,90.7
75660,14.26,90.8
75720,14.24,90.9
75780,14.22,90.9
75840,14.20,91.0
75900,14.18,91.0
75960,14.16,91.1
76020,14.14,91.2
76080,14.12,91.2
76140,14.10,91.3
76200,14.08,91.3
76260,14.06,91.4
76320,14.04,91.5
76380,14.02,91.5
76440,14.00,91.6
76500,13.98,91.6
76560,13.96,91.7
76620,13.94,91.8
76680,13.92,91.8
76740,13.90,91.9
76800,13.88,91.9
76860,13.86,92.0
76920,13.84,92.1
76980,13.82,92.1
77040,13.80,92.2
77100,13.78,92.2
77160,13.76,92.3
77220,13.74,92.4
77280,13.72,92.4
77340,13.70,92.5
77400,13.67,92.5
77460,13.64,92.5
77520,13.61,92.5
77580,13.58,92.5
77640,13.55,92.5
77700,13.52,92.6
77760,13.49,92.6
77820,13.46,92.6
77880,13.43,92.6
77940,13.40,92.6
78000,13.37,92.6
78060,13.34,92.6
78120,13.31,92.7
78180,13.28,92.7
78240,13.25,92.7
78300,13.22,92.7
78360,13.19,92.7
78420,13.16,92.7
78480,13.13,92.7
78540,13.10,92.8
78600,13.07,92.8
78660,13.04,92.8
78720,13.01,92.8
78780,12.98,92.8
78840,12.95,92.8
78900,12.92,92.8
78960,12.89,92.9
79020,12.86,92.9
79080,12.83,92.9
79140,12.80,92.9
79200,12.79,92.9
79260,12.78,93.0
79320,12.77,93.0
79380,12.76,93.1
79440,12.75,93.1
79500,12.74,93.1
79560,12.73,93.2
79620,12.72,93.2
79680,12.71,93.3
79740,12.70,93.3
79800,12.69,93.3
79860,12.68,93.4
79920,12.67,93.4
79980,12.66,93.4
80040,12.65,93.5
80100,12.64,93.5
80160,12.63,93.6
80220,12.62,93.6
80280,12.61,93.6
80340,12.60,93.7
80400,12.59,93.7
80460,12.58,93.8
80520,12.57,93.8
80580,12.56,93.8
80640,12.55,93.9
80700,12.54,93.9
80760,12.53,93.9
80820,12.52,94.0
80880,12.51,94.0
80940,12.50,94.1
81000,12.48,94.1
81060,12.47,94.1
81120,12.46,94.1
81180,12.44,94.1
81240,12.43,94.1
81300,12.42,94.1
81360,12.40,94.1
81420,12.39,94.1
81480,12.38,94.1
81540,12.36,94.1
81600,12.35,94.1
81660,12.34,94.2
81720,12.32,94.2
81780,12.31,94.2
81840,12.30,94.2
81900,12.28,94.2
81960,12.27,94.2
82020,12.26,94.2
82080,12.24,94.2
82140,12.23,94.2
82200,12.22,94.2
82260,12.20,94.2
82320,12.19,94.3
82380,12.18,94.3
82440,12.16,94.3
82500,12.15,94.3
82560,12.14,94.3
82620,12.12,94.3
82680,12.11,94.3
82740,12.10,94.3
82800,12.09,94.3
82860,12.09,94.4
82920,12.08,94.4
82980,12.07,94.4
83040,12.07,94.5
83100,12.06,94.5
83160,12.05,94.5
83220,12.05,94.5
83280,12.04,94.6
83340,12.03,94.6
83400,12.03,94.6
83460,12.02,94.7
83520,12.01,94.7
83580,12.01,94.7
83640,12.00,94.7
83700,11.99,94.8
83760,11.99,94.8
83820,11.98,94.8
83880,11.97,94.8
83940,11.97,94.9
84000,11.96,94.9
84060,11.95,94.9
84120,11.95,95.0
84180,11.94,95.0
84240,11.93,95.0
84300,11.93,95.0
84360,11.92,95.1
84420,11.91,95.1
84480,11.91,95.1
84540,11.90,95.2
84600,11.89,95.1
84660,11.88,95.1
84720,11.87,95.1
84780,11.86,95.1
84840,11.85,95.1
84900,11.84,95.1
84960,11.83,95.1
85020,11.82,95.1
85080,11.81,95.1
85140,11.80,95.1
85200,11.79,95.1
85260,11.78,95.1
85320,11.77,95.1
85380,11.76,95.1
85440,11.75,95.1
85500,11.74,95.1
85560,11.73,95.1
85620,11.72,95.1
85680,11.71,95.1
85740,11.70,95.1
85800,11.69,95.1
85860,11.68,95.1
85920,11.67,95.1
85980,11.66,95.1
86040,11.65,95.1
86100,11.64,95.1
86160,11.63,95.1
86220,11.62,95.1
86280,11.61,95.1
86340,11.60,95.1
