t_s,T_in_C,RH_in_pct
11640,8.74,96.8
11700,8.76,96.8
11760,8.77,96.8
11820,8.78,96.8
11880,8.79,96.8
11940,8.79,96.8
12000,8.80,96.9
12060,8.81,96.9
12120,8.82,96.9
12180,8.84,96.9
12240,8.85,96.9
12300,8.86,96.9
12360,8.87,96.9
12420,8.88,96.9
12480,8.88,96.9
12540,8.89,96.9
12600,8.92,96.9
12660,8.96,96.9
12720,9.00,96.9
12780,9.04,96.9
12840,9.08,96.9
12900,9.12,96.9
12960,9.16,96.9
13020,9.20,96.9
13080,9.24,96.9
13140,9.28,96.9
13200,9.32,96.9
13260,9.36,96.9
13320,9.40,96.9
13380,9.44,96.9
13440,9.48,96.9
13500,9.52,96.8
13560,9.56,96.8
13620,9.60,96.8
13680,9.64,96.8
13740,9.68,96.8
13800,9.72,96.8
13860,9.76,96.8
13920,9.80,96.8
13980,9.84,96.8
14040,9.88,96.8
14100,9.92,96.8
14160,9.96,96.8
14220,10.00,96.8
14280,10.04,96.8
14340,10.08,96.8
14400,10.20,96.8
14460,10.39,96.8
14520,10.58,96.8
14580,10.78,96.7
14640,10.97,96.7
14700,11.16,96.7
14760,11.36,96.7
14820,11.55,96.7
14880,11.74,96.7
14940,11.94,96.7
15000,12.13,96.7
15060,12.32,96.7
15120,12.52,96.7
15180,12.71,96.7
15240,12.90,96.7
15300,13.10,96.7
15360,13.29,96.7
15420,13.48,96.7
15480,13.68,96.7
15540,13.87,96.7
15600,14.06,96.7
15660,14.26,96.7
15720,14.45,96.7
15780,14.64,96.7
15840,14.84,96.7
15900,15.03,96.7
15960,15.22,96.7
16020,15.42,96.7
16080,15.61,96.7
16140,15.80,96.7
16200,15.98,96.4
16260,16.13,95.9
16320,16.28,95.3
16380,16.44,94.8
16440,16.59,94.2
16500,16.74,93.7
16560,16.90,93.2
16620,17.05,92.6
16680,17.20,92.1
16740,17.36,91.6
16800,17.51,91.0
16860,17.66,90.5
16920,17.82,90.0
16980,17.97,89.4
