t_s,T_in_C,RH_in_pct
75000,11.87,90.6
75060,11.84,90.7
75120,11.81,90.7
75180,11.79,90.8
75240,11.76,90.8
75300,11.73,90.9
75360,11.71,91.0
75420,11.68,91.0
75480,11.65,91.1
75540,11.63,91.1
75600,11.60,91.2
75660,11.59,91.2
75720,11.59,91.2
75780,11.58,91.3
75840,11.57,91.3
75900,11.57,91.3
75960,11.56,91.3
76020,11.55,91.4
76080,11.55,91.4
76140,11.54,91.4
76200,11.53,91.4
76260,11.53,91.4
76320,11.52,91.5
76380,11.51,91.5
76440,11.51,91.5
76500,11.50,91.5
76560,11.49,91.5
76620,11.49,91.6
76680,11.48,91.6
76740,11.47,91.6
76800,11.47,91.6
76860,11.46,91.6
76920,11.45,91.7
76980,11.45,91.7
77040,11.44,91.7
77100,11.43,91.7
77160,11.43,91.8
77220,11.42,91.8
77280,11.41,91.8
77340,11.41,91.8
77400,11.40,91.8
77460,11.40,91.9
77520,11.39,91.9
77580,11.39,91.9
77640,11.39,91.9
77700,11.38,92.0
77760,11.38,92.0
77820,11.38,92.0
77880,11.37,92.0
77940,11.37,92.1
78000,11.37,92.1
78060,11.36,92.1
78120,11.36,92.1
78180,11.36,92.1
78240,11.35,92.2
78300,11.35,92.2
78360,11.35,92.2
78420,11.34,92.2
78480,11.34,92.3
78540,11.34,92.3
78600,11.33,92.3
78660,11.33,92.3
78720,11.33,92.4
78780,11.32,92.4
78840,11.32,92.4
78900,11.32,92.4
78960,11.31,92.5
79020,11.31,92.5
79080,11.31,92.5
79140,11.30,92.5
79200,11.30,92.6
79260,11.29,92.6
79320,11.29,92.6
79380,11.28,92.6
79440,11.27,92.6
79500,11.27,92.6
79560,11.26,92.6
79620,11.25,92.6
79680,11.25,92.6
79740,11.24,92.6
79800,11.23,92.6
79860,11.23,92.6
79920,11.22,92.6
79980,11.21,92.6
80040,11.21,92.6
80100,11.20,92.6
80160,11.19,92.6
80220,11.19,92.6
80280,11.18,92.6
80340,11.17,92.6
80400,11.17,92.6
80460,11.16,92.7
80520,11.15,92.7
80580,11.15,92.7
80640,11.14,92.7
80700,11.13,92.7
80760,11.13,92.7
80820,11.12,92.7
80880,11.11,92.7
80940,11.11,92.7
81000,11.10,92.7
81060,11.10,92.7
81120,11.10,92.7
81180,11.10,92.8
81240,11.10,92.8
81300,11.10,92.8
81360,11.10,92.9
81420,11.10,92.9
81480,11.10,92.9
81540,11.10,92.9
81600,11.10,93.0
81660,11.10,93.0
81720,11.10,93.0
81780,11.10,93.0
81840,11.10,93.1
81900,11.10,93.1
81960,11.10,93.1
82020,11.10,93.1
82080,11.10,93.2
82140,11.10,93.2
82200,11.10,93.2
82260,11.10,93.3
82320,11.10,93.3
82380,11.10,93.3
82440,11.10,93.3
82500,11.10,93.4
82560,11.10,93.4
82620,11.10,93.4
82680,11.10,93.4
82740,11.10,93.5
82800,11.10,93.5
82860,11.11,93.5
82920,11.11,93.5
82980,11.12,93.5
83040,11.13,93.5
83100,11.13,93.5
83160,11.14,93.5
83220,11.15,93.6
83280,11.15,93.6
83340,11.16,93.6
83400,11.17,93.6
83460,11.17,93.6
83520,11.18,93.6
83580,11.19,93.6
83640,11.19,93.6
83700,11.20,93.6
83760,11.21,93.6
83820,11.21,93.6
83880,11.22,93.7
83940,11.23,93.7
84000,11.23,93.7
84060,11.24,93.7
84120,11.25,93.7
84180,11.25,93.7
84240,11.26,93.7
84300,11.27,93.7
84360,11.27,93.7
84420,11.28,93.7
84480,11.29,93.7
84540,11.29,93.7
84600,11.30,93.8
84660,11.28,93.7
84720,11.27,93.7
84780,11.25,93.7
84840,11.23,93.7
84900,11.22,93.7
84960,11.20,93.7
85020,11.18,93.7
85080,11.17,93.7
85140,11.15,93.7
85200,11.13,93.7
85260,11.12,93.6
85320,11.10,93.6
85380,11.08,93.6
85440,11.07,93.6
85500,11.05,93.6
85560,11.03,93.6
85620,11.02,93.6
85680,11.00,93.6
85740,10.98,93.6
85800,10.97,93.5
85860,10.95,93.5
85920,10.93,93.5
85980,10.92,93.5
86040,10.90,93.5
86100,10.88,93.5
86160,10.87,93.5
86220,10.85,93.5
86280,10.83,93.5
86340,10.82,93.5
