timestamp,type,initiator,ch,param,value_a,value_b
2026-05-14T01:15:38,SYSTEM,SYS,0,0,7,271
2026-05-14T01:15:38,SYSTEM,SYS,0,0,8,8189
2026-05-14T01:15:38,RELAY,SYS,1,0,4,0
2026-05-14T01:15:38,RELAY,SYS,2,0,4,0
2026-05-14T01:15:38,RELAY,SYS,3,0,4,0
2026-05-14T01:15:26,SYSTEM,SYS,0,0,5,5
2026-05-14T01:15:26,SYSTEM,WEB,0,0,0,3
2026-05-14T01:15:28,SYSTEM,WEB,0,0,1,0
2026-05-14T01:15:31,SYSTEM,SYS,0,0,1,1
2026-05-14T01:15:32,SYSTEM,SYS,0,0,2,1
2026-05-14T01:15:32,SYSTEM,SYS,0,0,4,1
2026-05-14T01:15:51,RELAY,SYS,1,0,1,0
2026-05-14T01:15:51,RELAY,SYS,2,0,1,0
2026-05-14T01:15:33,ALARM,SYS,0,0,2,0
2026-05-14T01:16:04,SENSOR,SYS,0,0,23,37
2026-05-14T01:15:33,MODE,SYS,0,0,3,768
2026-05-14T01:16:26,SYSTEM,SYS,0,0,7,133
2026-05-14T01:16:26,SYSTEM,SYS,0,0,8,8144
2026-05-14T01:16:34,SENSOR,SYS,0,0,23,37
2026-05-14T01:17:05,SENSOR,SYS,0,0,23,37
2026-05-14T01:17:25,SYSTEM,SYS,0,0,7,133
2026-05-14T01:17:25,SYSTEM,SYS,0,0,8,8144
2026-05-14T01:17:35,SENSOR,SYS,0,0,23,37
2026-05-14T01:18:09,SENSOR,SYS,0,0,23,37
2026-05-14T01:18:24,RELAY,SYS,3,0,1,0
2026-05-14T01:18:24,RELAY,SYS,1,0,2,0
2026-05-14T01:18:24,RELAY,SYS,2,0,2,0
2026-05-14T01:18:29,SYSTEM,SYS,0,0,7,133
2026-05-14T01:18:29,SYSTEM,SYS,0,0,8,8144
2026-05-14T01:18:37,SENSOR,SYS,0,0,23,37
2026-05-14T01:18:47,RELAY,SYS,1,0,3,0
2026-05-14T01:18:47,RELAY,SYS,2,0,3,0
2026-05-14T01:19:08,SENSOR,SYS,0,0,23,37
2026-05-14T01:19:26,SYSTEM,SYS,0,0,7,133
2026-05-14T01:19:26,SYSTEM,SYS,0,0,8,8144
2026-05-14T01:19:38,SENSOR,SYS,0,0,23,37
2026-05-14T01:20:09,SENSOR,SYS,0,0,23,37
2026-05-14T01:20:26,SYSTEM,SYS,0,0,7,133
