timestamp,type,initiator,ch,param,value_a,value_b
2026-05-22T13:27:25,SYSTEM,SYS,0,0,11,9028
2026-05-22T13:27:31,SENSOR,SYS,0,0,35,39
2026-05-22T13:27:32,SYSTEM,WEB,0,0,1,1
2026-05-22T13:28:01,SENSOR,SYS,0,0,35,39
2026-05-22T13:28:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:28:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:28:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:28:31,SENSOR,SYS,0,0,35,39
2026-05-22T13:29:01,SENSOR,SYS,0,0,35,39
2026-05-22T13:29:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:29:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:29:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:29:25,SYSTEM,WEB,0,0,1,0
2026-05-22T13:29:32,SENSOR,SYS,0,0,34,39
2026-05-22T13:30:02,SENSOR,SYS,0,0,34,40
2026-05-22T13:30:20,SYSTEM,SYS,0,0,7,103
2026-05-22T13:30:20,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:30:20,SYSTEM,SYS,0,0,12,31
2026-05-22T13:30:33,SENSOR,SYS,0,0,33,40
2026-05-22T13:31:03,SENSOR,SYS,0,0,33,40
2026-05-22T13:31:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:31:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:31:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:31:26,SYSTEM,WEB,0,0,1,0
2026-05-22T13:31:33,SENSOR,SYS,0,0,33,40
2026-05-22T13:32:03,SENSOR,SYS,0,0,33,40
2026-05-22T13:32:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:32:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:32:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:32:34,SENSOR,SYS,0,0,33,40
2026-05-22T13:33:04,SENSOR,SYS,0,0,33,39
2026-05-22T13:33:20,SYSTEM,SYS,0,0,7,103
2026-05-22T13:33:20,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:33:20,SYSTEM,SYS,0,0,12,31
2026-05-22T13:33:27,SYSTEM,WEB,0,0,1,0
2026-05-22T13:33:35,SENSOR,SYS,0,0,33,39
2026-05-22T13:34:05,SENSOR,SYS,0,0,33,39
2026-05-22T13:34:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:34:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:34:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:34:35,SENSOR,SYS,0,0,33,39
2026-05-22T13:35:05,SENSOR,SYS,0,0,33,39
2026-05-22T13:35:20,SYSTEM,SYS,0,0,7,103
2026-05-22T13:35:20,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:35:20,SYSTEM,SYS,0,0,12,31
2026-05-22T13:35:28,SYSTEM,WEB,0,0,1,0
2026-05-22T13:35:36,SENSOR,SYS,0,0,34,39
2026-05-22T13:36:06,SENSOR,SYS,0,0,34,39
2026-05-22T13:36:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:36:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:36:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:36:36,SENSOR,SYS,0,0,35,39
2026-05-22T13:36:36,RELAY,SYS,3,0,2,0
2026-05-22T13:37:07,SENSOR,SYS,0,0,35,39
2026-05-22T13:37:20,SYSTEM,SYS,0,0,7,103
2026-05-22T13:37:20,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:37:20,SYSTEM,SYS,0,0,12,31
2026-05-22T13:37:29,SYSTEM,WEB,0,0,1,0
2026-05-22T13:37:37,SENSOR,SYS,0,0,35,39
2026-05-22T13:38:07,SENSOR,SYS,0,0,35,39
2026-05-22T13:38:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:38:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:38:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:38:37,SENSOR,SYS,0,0,35,39
2026-05-22T13:39:08,SENSOR,SYS,0,0,35,39
2026-05-22T13:39:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:39:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:39:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:39:29,SYSTEM,WEB,0,0,1,0
2026-05-22T13:39:32,RELAY,SYS,3,0,3,0
2026-05-22T13:39:38,SENSOR,SYS,0,0,35,39
2026-05-22T13:40:09,SENSOR,SYS,0,0,35,39
2026-05-22T13:40:20,SYSTEM,SYS,0,0,7,103
2026-05-22T13:40:20,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:40:20,SYSTEM,SYS,0,0,12,31
2026-05-22T13:40:39,SENSOR,SYS,0,0,35,38
2026-05-22T13:41:09,SENSOR,SYS,0,0,35,38
2026-05-22T13:41:19,SYSTEM,SYS,0,0,7,103
2026-05-22T13:41:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:41:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:41:30,SYSTEM,WEB,0,0,1,0
2026-05-22T13:41:39,SENSOR,SYS,0,0,35,38
2026-05-22T13:42:10,SENSOR,SYS,0,0,35,38
2026-05-22T13:42:20,SYSTEM,SYS,0,0,7,101
2026-05-22T13:42:20,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:42:20,SYSTEM,SYS,0,0,12,31
2026-05-22T13:42:40,SENSOR,SYS,0,0,35,38
2026-05-22T13:43:10,SENSOR,SYS,0,0,35,38
2026-05-22T13:43:19,SYSTEM,SYS,0,0,7,101
2026-05-22T13:43:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:43:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:43:30,SYSTEM,WEB,0,0,1,0
2026-05-22T13:43:40,SENSOR,SYS,0,0,35,38
2026-05-22T13:44:11,SENSOR,SYS,0,0,35,38
2026-05-22T13:44:19,SYSTEM,SYS,0,0,7,102
2026-05-22T13:44:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:44:19,SYSTEM,SYS,0,0,12,31
2026-05-22T13:44:41,SENSOR,SYS,0,0,35,38
2026-05-22T13:45:12,SENSOR,SYS,0,0,35,38
2026-05-22T13:45:20,SYSTEM,SYS,0,0,7,102
2026-05-22T13:45:20,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:45:20,SYSTEM,SYS,0,0,12,31
2026-05-22T13:45:31,SYSTEM,WEB,0,0,1,0
2026-05-22T13:45:42,SENSOR,SYS,0,0,35,38
2026-05-22T13:46:12,SENSOR,SYS,0,0,35,38
2026-05-22T13:46:19,SYSTEM,SYS,0,0,7,102
2026-05-22T13:46:19,SYSTEM,SYS,0,0,8,8153
2026-05-22T13:46:19,SYSTEM,SYS,0,0,12,31
